suite,task,condition,method,seed,score,eta,beta,rank
robustness,module,alpha_0.00,full_query_trace,10003,0.7331680059432983,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10004,0.7320343852043152,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10005,0.7343765497207642,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10006,0.7362566590309143,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10007,0.7322465777397156,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10008,0.7317183613777161,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10009,0.7352617383003235,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10010,0.7331544756889343,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10011,0.7341382503509521,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10012,0.7334699630737305,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10013,0.7356893420219421,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10014,0.732463538646698,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10015,0.7338025569915771,0.02,1.0,4
robustness,module,alpha_0.00,full_query_trace,10016,0.7324379682540894,0.02,1.0,4
robustness,module,alpha_0.25,plain,10001,0.7548129558563232,0.02,0.0,4
robustness,module,alpha_0.25,plain,10002,0.7533614635467529,0.02,0.0,4
robustness,module,alpha_0.25,plain,10003,0.752228319644928,0.02,0.0,4
robustness,module,alpha_0.25,plain,10004,0.7589895129203796,0.02,0.0,4
robustness,module,alpha_0.25,plain,10005,0.757235586643219,0.02,0.0,4
robustness,module,alpha_0.25,plain,10006,0.7539206147193909,0.02,0.0,4
robustness,module,alpha_0.25,plain,10007,0.7575916051864624,0.02,0.0,4
robustness,module,alpha_0.25,plain,10008,0.7523419857025146,0.02,0.0,4
robustness,module,alpha_0.25,plain,10009,0.7506993412971497,0.02,0.0,4
robustness,module,alpha_0.25,plain,10010,0.7598353028297424,0.02,0.0,4
robustness,module,alpha_0.25,plain,10011,0.7559086680412292,0.02,0.0,4
robustness,module,alpha_0.25,plain,10012,0.7592411637306213,0.02,0.0,4
robustness,module,alpha_0.25,plain,10013,0.7547876834869385,0.02,0.0,4
robustness,module,alpha_0.25,plain,10014,0.7582553029060364,0.02,0.0,4
robustness,module,alpha_0.25,plain,10015,0.7568901777267456,0.02,0.0,4
robustness,module,alpha_0.25,plain,10016,0.7558663487434387,0.02,0.0,4
robustness,module,alpha_0.25,write_trace,10001,0.7383726835250854,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10002,0.731148898601532,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10003,0.7330716252326965,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10004,0.739307701587677,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10005,0.7394348978996277,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10006,0.7387508153915405,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10007,0.738850474357605,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10008,0.7416777610778809,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10009,0.7353579998016357,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10010,0.736501932144165,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10011,0.733079731464386,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10012,0.7386888861656189,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10013,0.7349947094917297,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10014,0.7381886839866638,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10015,0.7364817261695862,0.02,3.0,2
robustness,module,alpha_0.25,write_trace,10016,0.7327384948730469,0.02,3.0,2
robustness,module,alpha_0.25,dqd,10001,0.7338930368423462,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10002,0.7285916209220886,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10003,0.7295585870742798,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10004,0.7351582050323486,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10005,0.7348291277885437,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10006,0.7360521554946899,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10007,0.7380341291427612,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10008,0.7392787933349609,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10009,0.7308733463287354,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10010,0.7338135838508606,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10011,0.7329728603363037,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10012,0.7368667125701904,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10013,0.7329772114753723,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10014,0.7385602593421936,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10015,0.7323351502418518,0.02,3.0,4
robustness,module,alpha_0.25,dqd,10016,0.7296334505081177,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10001,0.7339749336242676,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10002,0.7287785410881042,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10003,0.7296218872070312,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10004,0.7336787581443787,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10005,0.7355640530586243,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10006,0.734063982963562,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10007,0.7349408864974976,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10008,0.7353290915489197,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10009,0.7310439348220825,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10010,0.7337527275085449,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10011,0.7311511039733887,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10012,0.7363263964653015,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10013,0.7321704030036926,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10014,0.7346872687339783,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10015,0.7330285310745239,0.02,3.0,4
robustness,module,alpha_0.25,full_query_trace,10016,0.7292190790176392,0.02,3.0,4
robustness,module,alpha_0.50,plain,10001,0.7958689332008362,0.02,0.0,4
robustness,module,alpha_0.50,plain,10002,0.7905088067054749,0.02,0.0,4
robustness,module,alpha_0.50,plain,10003,0.7823033928871155,0.02,0.0,4
robustness,module,alpha_0.50,plain,10004,0.8072167038917542,0.02,0.0,4
robustness,module,alpha_0.50,plain,10005,0.7969197630882263,0.02,0.0,4
robustness,module,alpha_0.50,plain,10006,0.7864814400672913,0.02,0.0,4
robustness,module,alpha_0.50,plain,10007,0.807320773601532,0.02,0.0,4
robustness,module,alpha_0.50,plain,10008,0.7803187370300293,0.02,0.0,4
robustness,module,alpha_0.50,plain,10009,0.7798840999603271,0.02,0.0,4
robustness,module,alpha_0.50,plain,10010,0.8039488196372986,0.02,0.0,4
robustness,module,alpha_0.50,plain,10011,0.788894534111023,0.02,0.0,4
robustness,module,alpha_0.50,plain,10012,0.8065022826194763,0.02,0.0,4
robustness,module,alpha_0.50,plain,10013,0.803450345993042,0.02,0.0,4
robustness,module,alpha_0.50,plain,10014,0.8003448247909546,0.02,0.0,4
robustness,module,alpha_0.50,plain,10015,0.8016693592071533,0.02,0.0,4
robustness,module,alpha_0.50,plain,10016,0.7931219935417175,0.02,0.0,4
robustness,module,alpha_0.50,write_trace,10001,0.7256742715835571,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10002,0.7059804797172546,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10003,0.7019281387329102,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10004,0.7324599623680115,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10005,0.7176328301429749,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10006,0.7130616307258606,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10007,0.7365596294403076,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10008,0.7127321362495422,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10009,0.6976308226585388,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10010,0.7255110740661621,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10011,0.7086341977119446,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10012,0.7328158617019653,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10013,0.7288761734962463,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10014,0.7244119644165039,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10015,0.7276907563209534,0.02,3.0,2
robustness,module,alpha_0.50,write_trace,10016,0.7091454267501831,0.02,3.0,2
robustness,module,alpha_0.50,dqd,10001,0.7027424573898315,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10002,0.6949101090431213,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10003,0.6977739930152893,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10004,0.7063994407653809,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10005,0.7050316333770752,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10006,0.7025921940803528,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10007,0.7149108052253723,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10008,0.7117455005645752,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10009,0.691752552986145,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10010,0.7041308283805847,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10011,0.6931455731391907,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10012,0.7070029973983765,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10013,0.7043768763542175,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10014,0.7096676826477051,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10015,0.7026644945144653,0.02,10.0,2
robustness,module,alpha_0.50,dqd,10016,0.695198655128479,0.02,10.0,2
robustness,module,alpha_0.50,full_query_trace,10001,0.7051787376403809,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10002,0.6950625777244568,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10003,0.6919665336608887,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10004,0.7059270739555359,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10005,0.703247606754303,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10006,0.6996183395385742,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10007,0.7144203186035156,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10008,0.7028288841247559,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10009,0.6906033754348755,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10010,0.706989586353302,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10011,0.6978431940078735,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10012,0.7135259509086609,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10013,0.7070897817611694,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10014,0.7031551599502563,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10015,0.7040228247642517,0.02,10.0,4
robustness,module,alpha_0.50,full_query_trace,10016,0.6917361617088318,0.02,10.0,4
robustness,module,alpha_0.75,plain,10001,0.8503918051719666,0.02,0.0,4
robustness,module,alpha_0.75,plain,10002,0.8415115475654602,0.02,0.0,4
robustness,module,alpha_0.75,plain,10003,0.8298259377479553,0.02,0.0,4
robustness,module,alpha_0.75,plain,10004,0.8684711456298828,0.02,0.0,4
robustness,module,alpha_0.75,plain,10005,0.8457316756248474,0.02,0.0,4
robustness,module,alpha_0.75,plain,10006,0.833813488483429,0.02,0.0,4
robustness,module,alpha_0.75,plain,10007,0.873102605342865,0.02,0.0,4
robustness,module,alpha_0.75,plain,10008,0.8244099617004395,0.02,0.0,4
robustness,module,alpha_0.75,plain,10009,0.8296988606452942,0.02,0.0,4
robustness,module,alpha_0.75,plain,10010,0.8670057058334351,0.02,0.0,4
robustness,module,alpha_0.75,plain,10011,0.8369219899177551,0.02,0.0,4
robustness,module,alpha_0.75,plain,10012,0.8697028160095215,0.02,0.0,4
robustness,module,alpha_0.75,plain,10013,0.8593898415565491,0.02,0.0,4
robustness,module,alpha_0.75,plain,10014,0.8644499778747559,0.02,0.0,4
robustness,module,alpha_0.75,plain,10015,0.8645672798156738,0.02,0.0,4
robustness,module,alpha_0.75,plain,10016,0.8443647027015686,0.02,0.0,4
robustness,module,alpha_0.75,write_trace,10001,0.6930904984474182,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10002,0.6513956189155579,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10003,0.6463772058486938,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10004,0.682914674282074,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10005,0.6625629663467407,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10006,0.6767545342445374,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10007,0.7179922461509705,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10008,0.6764580011367798,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10009,0.650949239730835,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10010,0.6841790676116943,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10011,0.6748172044754028,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10012,0.7133597135543823,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10013,0.6842932105064392,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10014,0.6915484666824341,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10015,0.6843495965003967,0.02,10.0,2
robustness,module,alpha_0.75,write_trace,10016,0.6500245928764343,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10001,0.6695518493652344,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10002,0.626926600933075,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10003,0.6319600939750671,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10004,0.6550790071487427,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10005,0.6367185115814209,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10006,0.6417024731636047,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10007,0.6723847985267639,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10008,0.6449770927429199,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10009,0.63384610414505,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10010,0.6572318077087402,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10011,0.6459316611289978,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10012,0.6602444052696228,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10013,0.6442234516143799,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10014,0.6623696684837341,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10015,0.669629693031311,0.02,10.0,2
robustness,module,alpha_0.75,dqd,10016,0.6261892318725586,0.02,10.0,2
robustness,module,alpha_0.75,full_query_trace,10001,0.6635502576828003,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10002,0.6270166635513306,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10003,0.6309217214584351,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10004,0.6579753756523132,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10005,0.636228621006012,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10006,0.6438354849815369,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10007,0.6740013360977173,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10008,0.6503682136535645,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10009,0.6344735622406006,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10010,0.6544787287712097,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10011,0.6475687026977539,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10012,0.6654700040817261,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10013,0.6528512239456177,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10014,0.6527214646339417,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10015,0.6522010564804077,0.02,10.0,4
robustness,module,alpha_0.75,full_query_trace,10016,0.6249431371688843,0.02,10.0,4
robustness,module,alpha_1.00,plain,10001,0.8931404948234558,0.02,0.0,4
robustness,module,alpha_1.00,plain,10002,0.8791435956954956,0.02,0.0,4
robustness,module,alpha_1.00,plain,10003,0.8642038106918335,0.02,0.0,4
robustness,module,alpha_1.00,plain,10004,0.9120297431945801,0.02,0.0,4
robustness,module,alpha_1.00,plain,10005,0.888279914855957,0.02,0.0,4
robustness,module,alpha_1.00,plain,10006,0.8773038983345032,0.02,0.0,4
robustness,module,alpha_1.00,plain,10007,0.9194092154502869,0.02,0.0,4
robustness,module,alpha_1.00,plain,10008,0.859114408493042,0.02,0.0,4
robustness,module,alpha_1.00,plain,10009,0.8593125939369202,0.02,0.0,4
robustness,module,alpha_1.00,plain,10010,0.913751482963562,0.02,0.0,4
robustness,module,alpha_1.00,plain,10011,0.8742918372154236,0.02,0.0,4
robustness,module,alpha_1.00,plain,10012,0.9179997444152832,0.02,0.0,4
robustness,module,alpha_1.00,plain,10013,0.9054912328720093,0.02,0.0,4
robustness,module,alpha_1.00,plain,10014,0.9119598865509033,0.02,0.0,4
robustness,module,alpha_1.00,plain,10015,0.9168789982795715,0.02,0.0,4
robustness,module,alpha_1.00,plain,10016,0.8850208520889282,0.02,0.0,4
robustness,module,alpha_1.00,write_trace,10001,0.6585368514060974,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10002,0.6221007704734802,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10003,0.5980467200279236,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10004,0.6491838693618774,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10005,0.6353469491004944,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10006,0.644810676574707,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10007,0.6874355673789978,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10008,0.6425716876983643,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10009,0.5929539203643799,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10010,0.6538547277450562,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10011,0.639153242111206,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10012,0.6929521560668945,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10013,0.6635014414787292,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10014,0.6669266223907471,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10015,0.6551830172538757,0.02,10.0,2
robustness,module,alpha_1.00,write_trace,10016,0.6124618053436279,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10001,0.6193205714225769,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10002,0.5880913138389587,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10003,0.5769655704498291,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10004,0.6156458258628845,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10005,0.5990209579467773,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10006,0.5964299440383911,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10007,0.6300857067108154,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10008,0.5984458923339844,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10009,0.5788121223449707,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10010,0.6168186068534851,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10011,0.5966449975967407,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10012,0.6249359250068665,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10013,0.6132122278213501,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10014,0.6317228674888611,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10015,0.6262894868850708,0.02,10.0,2
robustness,module,alpha_1.00,dqd,10016,0.5776606202125549,0.02,10.0,2
robustness,module,alpha_1.00,full_query_trace,10001,0.6131876707077026,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10002,0.5865091681480408,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10003,0.5778055787086487,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10004,0.6207812428474426,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10005,0.5936571955680847,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10006,0.5994160771369934,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10007,0.6313683390617371,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10008,0.6029467582702637,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10009,0.577663004398346,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10010,0.6127554178237915,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10011,0.6008111238479614,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10012,0.6257076263427734,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10013,0.615429699420929,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10014,0.6110943555831909,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10015,0.6088053584098816,0.02,10.0,4
robustness,module,alpha_1.00,full_query_trace,10016,0.5775347948074341,0.02,10.0,4
robustness,module,alpha_1.25,plain,10001,0.9121382832527161,0.02,0.0,4
robustness,module,alpha_1.25,plain,10002,0.9064774513244629,0.02,0.0,4
robustness,module,alpha_1.25,plain,10003,0.8871006369590759,0.02,0.0,4
robustness,module,alpha_1.25,plain,10004,0.932335376739502,0.02,0.0,4
robustness,module,alpha_1.25,plain,10005,0.9100748896598816,0.02,0.0,4
robustness,module,alpha_1.25,plain,10006,0.900695264339447,0.02,0.0,4
robustness,module,alpha_1.25,plain,10007,0.9431365728378296,0.02,0.0,4
robustness,module,alpha_1.25,plain,10008,0.8767126798629761,0.02,0.0,4
robustness,module,alpha_1.25,plain,10009,0.879992663860321,0.02,0.0,4
robustness,module,alpha_1.25,plain,10010,0.9377167820930481,0.02,0.0,4
robustness,module,alpha_1.25,plain,10011,0.8929322957992554,0.02,0.0,4
robustness,module,alpha_1.25,plain,10012,0.936531126499176,0.02,0.0,4
robustness,module,alpha_1.25,plain,10013,0.9293192028999329,0.02,0.0,4
robustness,module,alpha_1.25,plain,10014,0.9337610602378845,0.02,0.0,4
robustness,module,alpha_1.25,plain,10015,0.9407100677490234,0.02,0.0,4
robustness,module,alpha_1.25,plain,10016,0.9083187580108643,0.02,0.0,4
robustness,module,alpha_1.25,write_trace,10001,0.6315452456474304,0.02,10.0,2
robustness,module,alpha_1.25,write_trace,10002,0.6031413674354553,0.02,10.0,2
robustness,module,alpha_1.25,write_trace,10003,0.578961193561554,0.02,10.0,2
robustness,module,alpha_1.25,write_trace,10004,0.6283004283905029,0.02,10.0,2
robustness,module,alpha_1.25,write_trace,10005,0.6181080937385559,0.02,10.0,2
robustness,module,alpha_1.25,write_trace,10006,0.6214022040367126,0.02,10.0,2
robustness,module,alpha_1.25,write_trace,10007,0.6868628263473511,0.02,10.0,2
robustness,module,alpha_1.25,write_trace,10008,0.6242696046829224,0.02,10.0,2
